"Store","$/lb","lb sold"
"BIRMINGHAM/MONTGOM - KROGER",2.654286,1400
"BIRMINGHAM/MONTGOM - KROGER",2.723571,1400
"BIRMINGHAM/MONTGOM - KROGER",2.7251,1757
"BIRMINGHAM/MONTGOM - KROGER",2.725951,1788
"BIRMINGHAM/MONTGOM - KROGER",2.798482,1449
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.196785,4914
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.200901,4440
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.216684,4675
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.261564,5318
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.272902,4672
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.274751,6333
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.276689,5002
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.277866,6298
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.278658,4859
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.279948,5426
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.280285,5762
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.28551,6294
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.286267,5425
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.288338,6697
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.288859,6678
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.288876,5016
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.289599,6509
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.29049,5594
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.291315,5561
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.292518,5774
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.29302,4771
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.293682,5666
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.2937,5206
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.294279,6572
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.295383,5393
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.295895,7114
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.296094,5120
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.29666,7126
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.296769,5169
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.297148,6172
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.297595,6818
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.298537,4991
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.299523,5659
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.299654,6641
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.299737,5318
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.299816,4346
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.299856,4869
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.299981,5247
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.301027,6232
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.30136,4045
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.303887,5943
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.304289,5176
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.305534,6343
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.307249,5035
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.308057,4853
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.319017,6147
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.323381,4756
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.33931,4350
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.344082,4807
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.349797,3948
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.352207,4645
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.352847,4373
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.35696,3908
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.362572,4526
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.365937,5296
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.378406,4807
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.392262,4859
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.398286,5717
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.56981,4061
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.679033,4097
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.695761,2807
"BOSTON - SHAWS",2.386084,3248
"BOSTON - SHAWS",2.386402,2368
"BOSTON - SHAWS",2.386419,2857
"BOSTON - SHAWS",2.386467,3074
"BOSTON - SHAWS",2.386555,3094
"BOSTON - SHAWS",2.38675,3351
"BOSTON - SHAWS",2.386771,3069
"BOSTON - SHAWS",2.386935,2786
"BOSTON - SHAWS",2.418358,3203
"BOSTON - SHAWS",2.420685,3007
"BOSTON - SHAWS",2.421813,3044
"BOSTON - SHAWS",2.424158,2881
"BOSTON - SHAWS",2.424242,2937
"BOSTON - SHAWS",2.425504,3027
"BOSTON - SHAWS",2.425907,3003
"BOSTON - SHAWS",2.428384,3051
"BOSTON - SHAWS",2.429412,3060
"BOSTON - SHAWS",2.430975,2912
"BOSTON - SHAWS",2.43329,2331
"BOSTON - SHAWS",2.436141,2529
"BOSTON - SHAWS",2.439096,2389
"BOSTON - SHAWS",2.439555,1977
"BOSTON - SHAWS",2.439707,3143
"BOSTON - SHAWS",2.440397,2114
"BOSTON - SHAWS",2.4413,2615
"BOSTON - SHAWS",2.443745,2702
"BOSTON - SHAWS",2.44467,2467
"BOSTON - SHAWS",2.445556,2700
"BOSTON - SHAWS",2.44576,2111
"BOSTON - SHAWS",2.446429,3136
"BOSTON - SHAWS",2.446718,2834
"BOSTON - SHAWS",2.44751,3334
"BOSTON - SHAWS",2.450265,1890
"BOSTON - SHAWS",2.450731,2598
"BOSTON - SHAWS",2.451165,2017
"BOSTON - SHAWS",2.45131,2023
"BOSTON - SHAWS",2.451747,3119
"BOSTON - SHAWS",2.451794,2676
"BOSTON - SHAWS",2.452393,1985
"BOSTON - SHAWS",2.453835,2047
"BOSTON - SHAWS",2.454009,2881
"BOSTON - SHAWS",2.455317,2238
"BOSTON - SHAWS",2.456058,1923
"BOSTON - SHAWS",2.456473,2217
"BOSTON - SHAWS",2.456831,2108
"BOSTON - SHAWS",2.457166,2463
"BOSTON - SHAWS",2.457607,1663
"BOSTON - SHAWS",2.457789,2298
"BOSTON - SHAWS",2.458238,2191
"BOSTON - SHAWS",2.458396,2007
"BOSTON - SHAWS",2.459169,2143
"BOSTON - SHAWS",2.459232,1901
"BOSTON - SHAWS",2.460414,1983
"BOSTON - SHAWS",2.460886,2122
"BOSTON - SHAWS",2.464978,1856
"BOSTON - SHAWS",2.466648,3628
"BOSTON - SHAWS",2.467749,2217
"BOSTON - SHAWS",2.468635,3523
"BOSTON - SHAWS",2.468769,3234
"BOSTON - SHAWS",2.471433,3553
"BOSTON - SHAWS",2.473871,3100
"BOSTON - STAR MARKET",1.987003,4001
"BOSTON - STAR MARKET",2.000302,3315
"BOSTON - STAR MARKET",2.386737,1885
"BOSTON - STAR MARKET",2.387414,2034
"BOSTON - STAR MARKET",2.519679,2490
"BOSTON - STAR MARKET",2.653736,1392
"BOSTON - STAR MARKET",2.653819,1427
"BOSTON - STAR MARKET",3.09389,671
"BOSTON - STAR MARKET",3.108025,648
"BOSTON - STAR MARKET",3.108527,9030
"BOSTON - STAR MARKET",3.111317,539
"BOSTON - STAR MARKET",3.114286,630
"BOSTON - STAR MARKET",3.114484,11102
"BOSTON - STAR MARKET",3.115924,785
"BOSTON - STAR MARKET",3.11617,637
"BOSTON - STAR MARKET",3.116564,652
"BOSTON - STAR MARKET",3.117904,916
"BOSTON - STAR MARKET",3.118076,686
"BOSTON - STAR MARKET",3.119303,746
"BOSTON - STAR MARKET",3.12,500
"BOSTON - STAR MARKET",3.120146,824
"BOSTON - STAR MARKET",3.120275,9312
"BOSTON - STAR MARKET",3.12031,773
"BOSTON - STAR MARKET",3.120438,548
"BOSTON - STAR MARKET",3.120499,722
"BOSTON - STAR MARKET",3.120579,622
"BOSTON - STAR MARKET",3.120729,878
"BOSTON - STAR MARKET",3.12218,532
"BOSTON - STAR MARKET",3.122399,817
"BOSTON - STAR MARKET",3.123188,690
"BOSTON - STAR MARKET",3.123364,535
"BOSTON - STAR MARKET",3.123656,558
"BOSTON - STAR MARKET",3.123779,614
"BOSTON - STAR MARKET",3.124046,524
"BOSTON - STAR MARKET",3.124231,813
"BOSTON - STAR MARKET",3.124682,786
"BOSTON - STAR MARKET",3.125512,733
"BOSTON - STAR MARKET",3.126514,743
"BOSTON - STAR MARKET",3.127016,496
"BOSTON - STAR MARKET",3.127055,669
"BOSTON - STAR MARKET",3.127483,604
"BOSTON - STAR MARKET",3.127496,651
"BOSTON - STAR MARKET",3.128023,703
"BOSTON - STAR MARKET",3.129032,744
"BOSTON - STAR MARKET",3.12966,617
"BOSTON - STAR MARKET",3.12976,709
"BOSTON - STAR MARKET",3.13007,715
"BOSTON - STAR MARKET",3.130552,743
"BOSTON - STAR MARKET",3.131122,633
"BOSTON - STAR MARKET",3.132673,505
"BOSTON - STAR MARKET",3.133047,699
"BOSTON - STAR MARKET",3.133333,675
"BOSTON - STAR MARKET",3.134503,684
"BOSTON - STAR MARKET",3.135628,494
"BOSTON - STAR MARKET",3.135908,699
"BOSTON - STAR MARKET",3.135957,559
"BOSTON - STAR MARKET",3.136066,610
"BOSTON - STAR MARKET",3.136943,628
"BOSTON - STAR MARKET",3.137371,677
"BOSTON - STAR MARKET",3.137417,604
"BOSTON - STAR MARKET",3.137931,551
"BOSTON - STAR MARKET",3.13834,759
"BOSTON - STAR MARKET",3.138514,592
"BOSTON - STAR MARKET",3.139601,351
"BOSTON - STAR MARKET",3.140227,706
"BOSTON - STAR MARKET",3.14202,683
"BOSTON - STAR MARKET",3.143917,674
"BOSTON - STAR MARKET",3.144033,729
"BOSTON - STOOP & SHOOP",1.999857,6988
"BOSTON - STOOP & SHOOP",2,5683
"BOSTON - STOOP & SHOOP",2,7764
"BOSTON - STOOP & SHOOP",2.000129,7745
"BOSTON - STOOP & SHOOP",2.081667,5400
"BOSTON - STOOP & SHOOP",2.343501,2262
"BOSTON - STOOP & SHOOP",2.347924,2216
"BOSTON - STOOP & SHOOP",2.386258,3653
"BOSTON - STOOP & SHOOP",2.386711,3010
"BOSTON - STOOP & SHOOP",2.386762,3762
"BOSTON - STOOP & SHOOP",2.386815,4126
"BOSTON - STOOP & SHOOP",2.38689,2807
"BOSTON - STOOP & SHOOP",2.401464,1639
"BOSTON - STOOP & SHOOP",2.403205,3931
"BOSTON - STOOP & SHOOP",2.44415,3017
"BOSTON - STOOP & SHOOP",2.459106,2751
"BOSTON - STOOP & SHOOP",2.468286,2759
"BOSTON - STOOP & SHOOP",2.468943,2753
"BOSTON - STOOP & SHOOP",2.470857,3500
"BOSTON - STOOP & SHOOP",2.473013,2668
"BOSTON - STOOP & SHOOP",2.481667,1800
"BOSTON - STOOP & SHOOP",2.493401,1970
"BOSTON - STOOP & SHOOP",2.513342,2211
"BOSTON - STOOP & SHOOP",2.514383,2642
"BOSTON - STOOP & SHOOP",2.516793,2382
"BOSTON - STOOP & SHOOP",2.5192,2500
"BOSTON - STOOP & SHOOP",2.519569,2785
"BOSTON - STOOP & SHOOP",2.521792,2455
"BOSTON - STOOP & SHOOP",2.523827,2686
"BOSTON - STOOP & SHOOP",2.534657,2871
"BOSTON - STOOP & SHOOP",2.537153,2234
"BOSTON - STOOP & SHOOP",2.540874,1945
"BOSTON - STOOP & SHOOP",2.541452,2521
"BOSTON - STOOP & SHOOP",2.543259,2277
"BOSTON - STOOP & SHOOP",2.547434,1929
"BOSTON - STOOP & SHOOP",2.553191,1833
"BOSTON - STOOP & SHOOP",2.558336,2717
"BOSTON - STOOP & SHOOP",2.559052,2193
"BOSTON - STOOP & SHOOP",2.559195,2137
"BOSTON - STOOP & SHOOP",2.559624,2021
"BOSTON - STOOP & SHOOP",2.561064,2219
"BOSTON - STOOP & SHOOP",2.561717,2236
"BOSTON - STOOP & SHOOP",2.564379,2229
"BOSTON - STOOP & SHOOP",2.56469,2883
"BOSTON - STOOP & SHOOP",2.567212,2812
"BOSTON - STOOP & SHOOP",2.568266,1626
"BOSTON - STOOP & SHOOP",2.569509,1935
"BOSTON - STOOP & SHOOP",2.572035,2825
"BOSTON - STOOP & SHOOP",2.573946,1873
"BOSTON - STOOP & SHOOP",2.576843,1926
"BOSTON - STOOP & SHOOP",2.578274,2734
"BOSTON - STOOP & SHOOP",2.581582,1998
"BOSTON - STOOP & SHOOP",2.582294,2485
"BOSTON - STOOP & SHOOP",2.583424,1834
"BOSTON - STOOP & SHOOP",2.596587,1641
"BOSTON - STOOP & SHOOP",2.600321,2492
"BOSTON - STOOP & SHOOP",2.605611,1889
"BOSTON - STOOP & SHOOP",2.622634,2430
"BOSTON - STOOP & SHOOP",2.644126,2026
"BOSTON - STOOP & SHOOP",2.67497,9113
"BOSTON - STOOP & SHOOP",2.687355,2159
"BUFFALO/ROCHESTER - TOPS MARKETS",1.706641,40009
"BUFFALO/ROCHESTER - TOPS MARKETS",1.70668,47668
"BUFFALO/ROCHESTER - TOPS MARKETS",1.706695,49290
"BUFFALO/ROCHESTER - TOPS MARKETS",1.744796,45779
"BUFFALO/ROCHESTER - TOPS MARKETS",1.97334,31395
"BUFFALO/ROCHESTER - TOPS MARKETS",1.973348,29941
"BUFFALO/ROCHESTER - TOPS MARKETS",1.999932,29274
"BUFFALO/ROCHESTER - TOPS MARKETS",2.240003,23108
"BUFFALO/ROCHESTER - TOPS MARKETS",2.24002,19890
"BUFFALO/ROCHESTER - TOPS MARKETS",2.36,14425
"BUFFALO/ROCHESTER - TOPS MARKETS",2.360043,17559
"BUFFALO/ROCHESTER - TOPS MARKETS",2.360629,1844
"BUFFALO/ROCHESTER - TOPS MARKETS",2.417843,2197
"BUFFALO/ROCHESTER - TOPS MARKETS",3.13622,2540
"BUFFALO/ROCHESTER - TOPS MARKETS",3.190633,6064
"BUFFALO/ROCHESTER - TOPS MARKETS",3.193725,2550
"BUFFALO/ROCHESTER - TOPS MARKETS",3.19505,2020
"BUFFALO/ROCHESTER - TOPS MARKETS",3.195122,5084
"BUFFALO/ROCHESTER - TOPS MARKETS",3.195342,2662
"BUFFALO/ROCHESTER - TOPS MARKETS",3.198035,1934
"BUFFALO/ROCHESTER - TOPS MARKETS",3.198056,1646
"BUFFALO/ROCHESTER - TOPS MARKETS",3.198491,2121
"BUFFALO/ROCHESTER - TOPS MARKETS",3.199433,2467
"BUFFALO/ROCHESTER - TOPS MARKETS",3.199611,2059
"BUFFALO/ROCHESTER - TOPS MARKETS",3.199683,2524
"BUFFALO/ROCHESTER - TOPS MARKETS",3.199878,1646
"BUFFALO/ROCHESTER - TOPS MARKETS",3.200789,2281
"BUFFALO/ROCHESTER - TOPS MARKETS",3.201016,2363
"BUFFALO/ROCHESTER - TOPS MARKETS",3.201043,2109
"BUFFALO/ROCHESTER - TOPS MARKETS",3.201294,1391
"BUFFALO/ROCHESTER - TOPS MARKETS",3.202335,2056
"BUFFALO/ROCHESTER - TOPS MARKETS",3.202658,2107
"BUFFALO/ROCHESTER - TOPS MARKETS",3.202962,2498
"BUFFALO/ROCHESTER - TOPS MARKETS",3.203597,1557
"BUFFALO/ROCHESTER - TOPS MARKETS",3.203774,2120
"BUFFALO/ROCHESTER - TOPS MARKETS",3.204297,2374
"BUFFALO/ROCHESTER - TOPS MARKETS",3.208333,1656
"BUFFALO/ROCHESTER - TOPS MARKETS",3.208476,2336
"BUFFALO/ROCHESTER - TOPS MARKETS",3.209243,3116
"BUFFALO/ROCHESTER - TOPS MARKETS",3.217212,2661
"BUFFALO/ROCHESTER - TOPS MARKETS",3.227894,2782
"BUFFALO/ROCHESTER - TOPS MARKETS",3.230828,2634
"BUFFALO/ROCHESTER - TOPS MARKETS",3.232189,1951
"BUFFALO/ROCHESTER - TOPS MARKETS",3.232823,2285
"BUFFALO/ROCHESTER - TOPS MARKETS",3.233843,2027
"BUFFALO/ROCHESTER - TOPS MARKETS",3.233964,2432
"BUFFALO/ROCHESTER - TOPS MARKETS",3.234225,1981
"BUFFALO/ROCHESTER - TOPS MARKETS",3.235605,2084
"BUFFALO/ROCHESTER - TOPS MARKETS",3.237684,2314
"BUFFALO/ROCHESTER - TOPS MARKETS",3.240154,2336
"BUFFALO/ROCHESTER - TOPS MARKETS",3.240427,2246
"BUFFALO/ROCHESTER - TOPS MARKETS",3.241645,2334
"BUFFALO/ROCHESTER - TOPS MARKETS",3.242211,1990
"BUFFALO/ROCHESTER - TOPS MARKETS",3.243229,1920
"BUFFALO/ROCHESTER - TOPS MARKETS",3.244006,1877
"BUFFALO/ROCHESTER - TOPS MARKETS",3.24898,1960
"BUFFALO/ROCHESTER - TOPS MARKETS",3.253664,1774
"BUFFALO/ROCHESTER - TOPS MARKETS",3.254956,2522
"BUFFALO/ROCHESTER - TOPS MARKETS",3.258964,2008
"BUFFALO/ROCHESTER - TOPS MARKETS",3.261963,1630
"BUFFALO/ROCHESTER - TOPS MARKETS",3.262382,1696
"BUFFALO/ROCHESTER - TOPS MARKETS",3.278227,3587
"BUFFALO/ROCHESTER - TOPS MARKETS",3.297232,2059
"BUFFALO/ROCHESTER - TOPS MARKETS",3.298632,1681
"BUFFALO/ROCHESTER - TOPS MARKETS",3.317256,2405
"BUFFALO/ROCHESTER - TOPS MARKETS",3.319031,2517
"BUFFALO/ROCHESTER - TOPS MARKETS",3.319064,1752
"BUFFALO/ROCHESTER - TOPS MARKETS",3.320341,2232
"BUFFALO/ROCHESTER - WEGMANS",1.720027,51112
"BUFFALO/ROCHESTER - WEGMANS",1.871759,29429
"BUFFALO/ROCHESTER - WEGMANS",1.992164,29095
"BUFFALO/ROCHESTER - WEGMANS",2.024027,10821
"BUFFALO/ROCHESTER - WEGMANS",2.653135,8868
"BUFFALO/ROCHESTER - WEGMANS",2.653371,7697
"BUFFALO/ROCHESTER - WEGMANS",2.675175,14691
"BUFFALO/ROCHESTER - WEGMANS",2.675489,15528
"BUFFALO/ROCHESTER - WEGMANS",2.678604,12063
"BUFFALO/ROCHESTER - WEGMANS",2.679375,10623
"BUFFALO/ROCHESTER - WEGMANS",2.680707,13627
"BUFFALO/ROCHESTER - WEGMANS",2.682361,10046
"BUFFALO/ROCHESTER - WEGMANS",2.683862,10255
"BUFFALO/ROCHESTER - WEGMANS",2.684721,8770
"BUFFALO/ROCHESTER - WEGMANS",2.689491,7565
"BUFFALO/ROCHESTER - WEGMANS",2.689534,8819
"BUFFALO/ROCHESTER - WEGMANS",2.689936,8595
"BUFFALO/ROCHESTER - WEGMANS",2.690065,11112
"BUFFALO/ROCHESTER - WEGMANS",2.696586,7498
"BUFFALO/ROCHESTER - WEGMANS",3.23794,3379
"BUFFALO/ROCHESTER - WEGMANS",3.249663,2223
"BUFFALO/ROCHESTER - WEGMANS",3.252369,2849
"BUFFALO/ROCHESTER - WEGMANS",3.256181,2912
"BUFFALO/ROCHESTER - WEGMANS",3.259029,2575
"BUFFALO/ROCHESTER - WEGMANS",3.263813,2009
"BUFFALO/ROCHESTER - WEGMANS",3.270163,2269
"BUFFALO/ROCHESTER - WEGMANS",3.275862,2262
"BUFFALO/ROCHESTER - WEGMANS",3.278874,3091
"BUFFALO/ROCHESTER - WEGMANS",3.285317,2874
"BUFFALO/ROCHESTER - WEGMANS",3.306402,2265
"BUFFALO/ROCHESTER - WEGMANS",3.316257,2362
"BUFFALO/ROCHESTER - WEGMANS",3.323401,2517
"BUFFALO/ROCHESTER - WEGMANS",3.335628,2324
"BUFFALO/ROCHESTER - WEGMANS",3.337182,3031
"BUFFALO/ROCHESTER - WEGMANS",3.338382,2509
"BUFFALO/ROCHESTER - WEGMANS",3.339092,2952
"BUFFALO/ROCHESTER - WEGMANS",3.344614,2098
"BUFFALO/ROCHESTER - WEGMANS",3.346309,2235
"BUFFALO/ROCHESTER - WEGMANS",3.347826,2185
"BUFFALO/ROCHESTER - WEGMANS",3.352688,2325
"BUFFALO/ROCHESTER - WEGMANS",3.353836,2959
"BUFFALO/ROCHESTER - WEGMANS",3.355667,3000
"BUFFALO/ROCHESTER - WEGMANS",3.357708,2530
"BUFFALO/ROCHESTER - WEGMANS",3.359076,2512
"BUFFALO/ROCHESTER - WEGMANS",3.359398,2724
"BUFFALO/ROCHESTER - WEGMANS",3.36174,1678
"BUFFALO/ROCHESTER - WEGMANS",3.362595,2358
"BUFFALO/ROCHESTER - WEGMANS",3.363848,3004
"BUFFALO/ROCHESTER - WEGMANS",3.364434,2851
"BUFFALO/ROCHESTER - WEGMANS",3.365764,4101
"BUFFALO/ROCHESTER - WEGMANS",3.365854,2747
"BUFFALO/ROCHESTER - WEGMANS",3.369659,2551
"BUFFALO/ROCHESTER - WEGMANS",3.370787,2314
"BUFFALO/ROCHESTER - WEGMANS",3.371887,2369
"BUFFALO/ROCHESTER - WEGMANS",3.373025,2595
"BUFFALO/ROCHESTER - WEGMANS",3.379227,2070
"BUFFALO/ROCHESTER - WEGMANS",3.38005,2005
"BUFFALO/ROCHESTER - WEGMANS",3.383605,2513
"BUFFALO/ROCHESTER - WEGMANS",3.389871,2093
"BUFFALO/ROCHESTER - WEGMANS",3.390704,2754
"BUFFALO/ROCHESTER - WEGMANS",3.391715,2221
"BUFFALO/ROCHESTER - WEGMANS",3.392304,2391
"BUFFALO/ROCHESTER - WEGMANS",3.39313,2096
"BUFFALO/ROCHESTER - WEGMANS",3.393486,2671
"BUFFALO/ROCHESTER - WEGMANS",3.396636,1843
"BUFFALO/ROCHESTER - WEGMANS",3.402899,2070
"BUFFALO/ROCHESTER - WEGMANS",3.403482,1953
"BUFFALO/ROCHESTER - WEGMANS",3.411065,1934
"CHARLOTTE - BI LO",2.333122,1576
"CHARLOTTE - BI LO",2.333127,1618
"CHARLOTTE - BI LO",2.333144,1765
"CHARLOTTE - BI LO",2.333333,1233
"CHARLOTTE - BI LO",2.333333,1458
"CHARLOTTE - BI LO",2.333333,1464
"CHARLOTTE - BI LO",2.346074,1439
"CHARLOTTE - BI LO",2.385877,1402
"CHARLOTTE - BI LO",2.385956,2008
"CHARLOTTE - BI LO",2.386003,1829
"CHARLOTTE - BI LO",2.386054,1764
"CHARLOTTE - BI LO",2.386061,1277
"CHARLOTTE - BI LO",2.386072,1479
"CHARLOTTE - BI LO",2.386109,1699
"CHARLOTTE - BI LO",2.386126,1629
"CHARLOTTE - BI LO",2.38615,1805
"CHARLOTTE - BI LO",2.386183,1766
"CHARLOTTE - BI LO",2.3862,2087
"CHARLOTTE - BI LO",2.386226,1815
"CHARLOTTE - BI LO",2.386249,1978
"CHARLOTTE - BI LO",2.386252,1833
"CHARLOTTE - BI LO",2.386253,1644
"CHARLOTTE - BI LO",2.386256,2110
"CHARLOTTE - BI LO",2.38627,1952
"CHARLOTTE - BI LO",2.386279,1618
"CHARLOTTE - BI LO",2.386308,1636
"CHARLOTTE - BI LO",2.386328,1887
"CHARLOTTE - BI LO",2.386351,1817
"CHARLOTTE - BI LO",2.386351,1861
"CHARLOTTE - BI LO",2.386387,1954
"CHARLOTTE - BI LO",2.386407,1589
"CHARLOTTE - BI LO",2.386452,1801
"CHARLOTTE - BI LO",2.386457,1462
"CHARLOTTE - BI LO",2.386473,1863
"CHARLOTTE - BI LO",2.386578,1803
"CHARLOTTE - BI LO",2.386652,1813
"CHARLOTTE - BI LO",2.38668,1937
"CHARLOTTE - BI LO",2.386689,1818
"CHARLOTTE - BI LO",2.386747,1660
"CHARLOTTE - BI LO",2.386758,1903
"CHARLOTTE - BI LO",2.38676,2009
"CHARLOTTE - BI LO",2.386792,1802
"CHARLOTTE - BI LO",2.386797,2151
"CHARLOTTE - BI LO",2.386831,2187
"CHARLOTTE - BI LO",2.386845,1794
"CHARLOTTE - BI LO",2.386894,1587
"CHARLOTTE - BI LO",2.386927,1897
"CHARLOTTE - BI LO",2.38695,1318
"CHARLOTTE - BI LO",2.38699,1814
"CHARLOTTE - BI LO",2.387006,2124
"CHARLOTTE - BI LO",2.387054,1514
"CHARLOTTE - BI LO",2.387057,1638
"CHARLOTTE - BI LO",2.387118,1537
"CHARLOTTE - BI LO",2.387134,1741
"CHARLOTTE - BI LO",2.387158,1573
"CHARLOTTE - BI LO",2.387212,1955
"CHARLOTTE - BI LO",2.387258,1601
"CHARLOTTE - BI LO",2.387261,1570
"CHARLOTTE - BI LO",2.387361,1709
"CHARLOTTE - BI LO",2.387437,1990
"CHARLOTTE - BI LO",2.387524,1587
"CHARLOTTE - FOOD LION",2.142603,5056
"CHARLOTTE - FOOD LION",2.23435,5543
"CHARLOTTE - FOOD LION",2.253155,5230
"CHARLOTTE - FOOD LION",2.253219,5825
"CHARLOTTE - FOOD LION",2.253271,4892
"CHARLOTTE - FOOD LION",2.25332,4895
"CHARLOTTE - FOOD LION",2.253347,4855
"CHARLOTTE - FOOD LION",2.253663,4778
"CHARLOTTE - FOOD LION",2.288035,5048
"CHARLOTTE - FOOD LION",2.335092,4169
"CHARLOTTE - FOOD LION",2.361443,3771
"CHARLOTTE - FOOD LION",2.384207,5091
"CHARLOTTE - FOOD LION",2.390794,4171
"CHARLOTTE - FOOD LION",2.401625,4061
"CHARLOTTE - FOOD LION",2.426367,4407
"CHARLOTTE - FOOD LION",2.427962,4685
"CHARLOTTE - FOOD LION",2.429626,4604
"CHARLOTTE - FOOD LION",2.429745,4626
"CHARLOTTE - FOOD LION",2.441896,3967
"CHARLOTTE - FOOD LION",2.449308,3975
"CHARLOTTE - FOOD LION",2.454446,4577
"CHARLOTTE - FOOD LION",2.462856,4146
"CHARLOTTE - FOOD LION",2.465154,4362
"CHARLOTTE - FOOD LION",2.469947,4492
"CHARLOTTE - FOOD LION",2.472688,5492
"CHARLOTTE - FOOD LION",2.485679,4015
"CHARLOTTE - FOOD LION",2.493884,4578
"CHARLOTTE - FOOD LION",2.505508,4176
"CHARLOTTE - FOOD LION",2.514586,4182
"CHARLOTTE - FOOD LION",2.520104,3855
"CHARLOTTE - FOOD LION",2.521099,5569
"CHARLOTTE - FOOD LION",2.52532,5075
"CHARLOTTE - FOOD LION",2.531615,4618
"CHARLOTTE - FOOD LION",2.542529,4009
"CHARLOTTE - FOOD LION",2.592663,4198
"CHARLOTTE - FOOD LION",2.59498,3227
"CHARLOTTE - FOOD LION",2.603766,5257
"CHARLOTTE - FOOD LION",2.624969,4005
"CHARLOTTE - FOOD LION",2.655543,4555
"CHARLOTTE - FOOD LION",2.65992,3755
"CHARLOTTE - FOOD LION",2.674365,3940
"CHARLOTTE - FOOD LION",2.683267,4297
"CHARLOTTE - FOOD LION",2.696636,4905
"CHARLOTTE - FOOD LION",2.702313,4582
"CHARLOTTE - FOOD LION",2.717428,4137
"CHARLOTTE - FOOD LION",2.741755,3396
"CHARLOTTE - FOOD LION",2.748424,3649
"CHARLOTTE - FOOD LION",2.74961,3207
"CHARLOTTE - FOOD LION",2.814815,3051
"CHARLOTTE - FOOD LION",2.872919,4084
"CHARLOTTE - FOOD LION",2.908531,3247
"CHARLOTTE - FOOD LION",2.938703,3116
"CHARLOTTE - FOOD LION",2.95927,3560
"CHARLOTTE - FOOD LION",2.970617,3029
"CHARLOTTE - FOOD LION",2.975047,2645
"CHARLOTTE - FOOD LION",2.977285,3654
"CHARLOTTE - FOOD LION",3.012323,3733
"CHARLOTTE - FOOD LION",3.035736,3358
"CHARLOTTE - FOOD LION",3.039733,2995
"CHARLOTTE - FOOD LION",3.053905,2356
